Timestamp,Session ID,Referrer,Destination,Device Type,Total Time (seconds),Clicks,IP,City,Proxy,Status,Error Reason
2026-01-27 11:29:29,7b66cc01,https://ipowatch.in,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,desktop,13,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed
Call log:
  - navigating to ""https://ipowatch.in/"", waiting until ""domcontentloaded""
"
2026-01-27 11:29:31,b65de001,https://scroll.in,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,15,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed"
2026-01-27 11:29:32,d49fd2c4,https://www.samayaepaper.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,desktop,16,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed"
2026-01-27 11:29:33,edab86b2,https://aajkaaldaily.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,17,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed"
2026-01-27 11:29:34,ef306081,https://www.saamana.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,desktop,2,0,,,,FAIL,"Page.goto: Target page, context or browser has been closed"
2026-01-27 11:29:35,5b0317c6,https://babycenter.in,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,desktop,4,0,176.227.240.65,,,FAIL,"Page.goto: net::ERR_ABORTED; maybe frame was detached?
Call log:
  - navigating to ""https://babycenter.in/"", waiting until ""domcontentloaded""
"
2026-01-27 11:29:36,4539b04a,https://babycentre.co.uk,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,6,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed
Call log:
  - navigating to ""https://babycentre.co.uk/"", waiting until ""domcontentloaded""
"
2026-01-27 11:29:39,6dcb0c88,https://www.vogue.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,4,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed
Call log:
  - navigating to ""https://www.vogue.com/"", waiting until ""domcontentloaded""
"
2026-01-27 11:29:39,997a0d48,https://tv9hindi.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,6,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed"
2026-01-27 11:29:39,3d5dc33c,https://notebookcheck.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,23,0,176.227.240.65,,,FAIL,"Page.goto: Target page, context or browser has been closed"
2026-01-27 11:29:39,a01cf13c,https://cinekerala.in,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,3,0,176.227.240.65,,,FAIL,"Page.goto: net::ERR_ABORTED at https://cinekerala.in/
Call log:
  - navigating to ""https://cinekerala.in/"", waiting until ""domcontentloaded""
"
2026-01-27 11:29:39,d013c58e,https://jagran.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,4,0,176.227.240.65,,,FAIL,"Page.goto: net::ERR_ABORTED at https://jagran.com/
Call log:
  - navigating to ""https://jagran.com/"", waiting until ""domcontentloaded""
"
2026-01-27 11:34:48,a83c7bb6,https://bdcricteam.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,102,2,176.227.240.71,,,SUCCESS,
2026-01-27 11:34:51,73fc38c9,https://www.divyamarathi.bhaskar.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,desktop,106,1,176.227.240.71,,,SUCCESS,
2026-01-27 11:34:54,7f45f37a,https://mindbodygreen.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,108,3,176.227.240.71,,,SUCCESS,
2026-01-27 11:35:02,84eb0f45,https://divyahimachal.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,116,2,176.227.240.71,,,SUCCESS,
2026-01-27 11:35:06,1d743408,https://www.pudhari.news,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,4,0,,,,FAIL,"Page.goto: Navigation to ""https://www.pudhari.news/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://www.pudhari.news/"", waiting until ""domcontentloaded""
"
2026-01-27 11:35:50,9b1de55c,https://finance.yahoo.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,164,1,176.227.240.71,,,SUCCESS,
2026-01-27 11:36:04,f77f740b,https://thesamaja.in,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,70,2,176.227.240.71,,,SUCCESS,
2026-01-27 11:36:08,471ef82b,https://cinekerala.in,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,4,0,176.227.240.75,,,FAIL,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://cinekerala.in/
Call log:
  - navigating to ""https://cinekerala.in/"", waiting until ""domcontentloaded""
"
2026-01-27 11:36:10,05859078,https://www.ntvtelugu.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,64,3,176.227.240.75,,,SUCCESS,
2026-01-27 11:36:15,076515b1,https://tdstaxindia.com,https://www.indiaenergyweek.com/?utm_source=programmatic&utm_medium=integralmedia&utm_campaign=iew2026,mobile,25,0,176.227.240.75,,,FAIL,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://tdstaxindia.com/
Call log:
  - navigating to ""https://tdstaxindia.com/"", waiting until ""domcontentloaded""
"
