Timestamp,Session ID,Referrer,Destination,Device Type,Total Time (seconds),Clicks,IP,City,Proxy,Status,Error Reason
2026-01-22 16:50:32,329a4c30,https://espncricinfo.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,mobile,61,2,176.227.240.75,,,FAIL,"Page.goto: net::ERR_ABORTED at https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass
Call log:
  - navigating to ""https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass"", waiting until ""domcontentloaded""
"
2026-01-22 16:50:35,45b6ccb9,https://beauty-mantra.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,mobile,64,0,176.227.240.75,,,FAIL,"Page.goto: net::ERR_CONNECTION_CLOSED at https://beauty-mantra.com/
Call log:
  - navigating to ""https://beauty-mantra.com/"", waiting until ""domcontentloaded""
"
2026-01-22 16:51:08,27d6081c,https://www.deepika.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,mobile,98,0,176.227.240.75,,,FAIL,"Page.goto: Timeout 45000ms exceeded.
Call log:
  - navigating to ""https://www.deepika.com/"", waiting until ""domcontentloaded""
"
2026-01-22 16:52:23,b3c314da,https://tupaki.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,desktop,107,0,176.227.240.23,,,FAIL,"empty range in randrange(4, 4)"
2026-01-22 16:52:23,b2126dbf,https://keralafast.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,desktop,172,3,176.227.240.75,,,SUCCESS,
2026-01-22 16:52:23,6eb2d4a5,https://niyomiyabarta.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,desktop,173,0,176.227.240.75,,,FAIL,"empty range in randrange(4, 4)"
2026-01-22 16:52:56,18d756d7,https://businessinsider.in,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,mobile,32,0,176.227.240.23,,,FAIL,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://businessinsider.in/
Call log:
  - navigating to ""https://businessinsider.in/"", waiting until ""domcontentloaded""
"
2026-01-22 16:53:12,e2de70a5,https://bengali.news18.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,mobile,159,1,176.227.240.23,,,FAIL,"empty range in randrange(4, 4)"
2026-01-22 16:53:41,f85ba563,https://bollywoodshaadis.com,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,desktop,77,1,176.227.240.23,,,FAIL,"empty range in randrange(4, 4)"
2026-01-22 16:54:11,f38c936c,https://irctc.co.in,https://www.indiaenergyweek.com/visit/visitor-registration?utm_source=programmatic_vispro&utm_medium=indiacity&utm_campaign=integralmedia&utm_content=Register&utm_term=VisitorPass,mobile,75,1,176.227.240.23,,,FAIL,"Page.goto: Target page, context or browser has been closed"
