Timestamp,Session ID,Referrer,Destination,Device Type,Total Time (seconds),Clicks,IP,City,Proxy,Status,Error Reason
2026-01-30 11:49:32,69919d1c,https://andhrabhoomi.net,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,29,0,92.62.121.54,,,FAIL,"Page.goto: net::ERR_CONNECTION_CLOSED at https://andhrabhoomi.net/
Call log:
  - navigating to ""https://andhrabhoomi.net/"", waiting until ""domcontentloaded""
"
2026-01-30 11:50:12,3a6199cd,https://thenewsminute.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,69,1,92.62.121.54,,,SUCCESS,
2026-01-30 11:50:24,d8e3986c,https://indiatimes.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,82,1,92.62.121.54,,,SUCCESS,
2026-01-30 11:50:42,f985530a,https://ndtv.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,70,3,92.62.121.182,,,SUCCESS,
2026-01-30 11:50:48,98454fa4,https://travelandleisure.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,105,2,92.62.121.54,,,SUCCESS,
2026-01-30 11:50:54,8dae2542,https://www.nasdaq.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,111,0,92.62.121.54,,,SUCCESS,
2026-01-30 11:51:24,21b9844c,https://tamil.asianetnews.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,71,3,92.62.121.182,,,SUCCESS,
2026-01-30 11:51:42,fbc44d44,https://indianrail.gov.in,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,78,3,92.62.121.182,,,SUCCESS,
2026-01-30 11:52:27,a209b84d,https://www.wired.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,99,1,92.62.121.182,,,SUCCESS,
2026-01-30 11:52:35,fa71439c,https://thehindubusinessline.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,71,1,92.62.121.182,,,SUCCESS,
2026-01-30 11:52:57,039e9c8e,https://investopedia.com/,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,134,0,92.62.121.182,,,SUCCESS,
2026-01-30 11:52:58,f03138ca,https://railyatri.in,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,76,3,92.62.121.182,,,SUCCESS,
2026-01-30 11:53:10,5e7d545a,https://odiapua.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,136,1,92.62.121.182,,,SUCCESS,
