Timestamp,Session ID,Referrer,Destination,Device Type,Total Time (seconds),Clicks,IP,City,Proxy,Status,Error Reason
2026-01-28 11:32:20,d9abfd42,https://businessinsider.in,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,3,0,176.227.240.63,,,FAIL,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://businessinsider.in/
Call log:
  - navigating to ""https://businessinsider.in/"", waiting until ""domcontentloaded""
"
2026-01-28 11:32:42,6a4ed239,https://www.malayalam.samayam.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,25,0,176.227.240.63,,,FAIL,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.malayalam.samayam.com/
Call log:
  - navigating to ""https://www.malayalam.samayam.com/"", waiting until ""domcontentloaded""
"
2026-01-28 11:33:14,0bfdccb5,https://www.grazia.co.in,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,57,2,176.227.240.63,,,SUCCESS,
2026-01-28 11:33:21,702cb27d,https://chitrajyothy.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,61,3,176.227.240.63,,,SUCCESS,
2026-01-28 11:33:24,b4cff3df,https://maharashtratimes.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,67,3,176.227.240.63,,,SUCCESS,
2026-01-28 11:33:26,712a5215,https://www.telugu.greatandhra.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,2,0,176.227.240.63,,,FAIL,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.telugu.greatandhra.com/
Call log:
  - navigating to ""https://www.telugu.greatandhra.com/"", waiting until ""domcontentloaded""
"
2026-01-28 11:33:46,202cdd5d,https://timesnownews.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,63,4,176.227.240.63,,,SUCCESS,
2026-01-28 11:33:59,9eb4c258,https://phonearena.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,102,2,176.227.240.63,,,SUCCESS,
2026-01-28 11:34:09,491e0d3b,https://www.businesstoday.in,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,55,2,176.227.240.63,,,SUCCESS,
2026-01-28 11:34:39,f69d83cc,https://www.phonearena.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,73,3,176.227.240.63,,,SUCCESS,
2026-01-28 11:35:03,cff38de6,https://www.nishamadhulika.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,102,2,176.227.240.63,,,SUCCESS,
2026-01-28 11:35:08,bff08f90,https://www.ntnews.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,68,3,176.227.240.63,,,SUCCESS,
2026-01-28 11:35:39,fd7fb38c,https://www.nawanzamana.in,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,90,2,176.227.240.63,,,SUCCESS,
2026-01-28 11:35:40,9425efcc,https://malayalam.filmibeat.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,60,3,176.227.240.63,,,SUCCESS,
2026-01-28 11:35:43,d15b4bb2,https://www.thanthitv.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,117,2,176.227.240.63,,,SUCCESS,
2026-01-28 11:35:45,b5de2d0a,https://gadgets360.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,6,0,,,,FAIL,"Page.goto: Navigation to ""https://gadgets360.com/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://gadgets360.com/"", waiting until ""domcontentloaded""
"
2026-01-28 11:36:16,9acd99a3,https://cricketaddictor.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,68,3,176.227.240.63,,,SUCCESS,
2026-01-28 11:36:52,79cbb3b0,https://patrika.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,71,4,176.227.240.71,,,SUCCESS,
2026-01-28 11:37:13,d7c24105,https://timesbull.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,130,2,176.227.240.63,,,SUCCESS,
2026-01-28 11:37:20,59653c90,https://indianexpress.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,95,1,176.227.240.71,,,SUCCESS,
2026-01-28 11:37:24,5a63c8c6,https://x-rates.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,101,2,176.227.240.71,,,SUCCESS,
2026-01-28 11:37:45,432118f9,https://mommypotamus.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,89,2,176.227.240.71,,,SUCCESS,
2026-01-28 11:38:08,cc56d472,https://onlymyhealth.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,75,3,176.227.240.71,,,SUCCESS,
2026-01-28 11:38:09,2f50984b,https://pregnancy.about.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,24,0,176.227.240.71,,,FAIL,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://pregnancy.about.com/
Call log:
  - navigating to ""https://pregnancy.about.com/"", waiting until ""domcontentloaded""
"
2026-01-28 11:38:47,8797fbe7,https://madhyamam.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,93,2,176.227.240.71,,,SUCCESS,
2026-01-28 11:38:59,072eff41,https://www.samayaepaper.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,94,2,176.227.240.71,,,SUCCESS,
2026-01-28 11:39:03,5a17d355,https://aajkaaldaily.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,53,3,176.227.240.71,,,SUCCESS,
2026-01-28 11:39:21,53d0cd70,https://uttamhindu.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,120,2,176.227.240.71,,,SUCCESS,
2026-01-28 11:39:56,5151b02f,https://oneindia.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,desktop,68,3,176.227.240.71,,,SUCCESS,
2026-01-28 11:39:59,3bcd4981,https://nse-india.com,https://www.timesofindiadigital.com/?utm_source=Januskoncepts&utm_medium=google&utm_campaign=testing&utm_id=janus,mobile,3,0,176.227.240.71,,,FAIL,"Page.goto: net::ERR_SSL_PROTOCOL_ERROR at https://nse-india.com/
Call log:
  - navigating to ""https://nse-india.com/"", waiting until ""domcontentloaded""
"
